Color,Discount Price,Original Price,URL,Dimensions,CPU,GPU_Model,Screen,Storage,Ram_Model,Battery,RAM,Weight,Storage_Model,GPU
Gray,"22,550,000 ","22,550,000 ",https://meghdadit.com/product/134557/lenovo-thinkbook-15-core-i3-1115g4-8gb-1tb-128gb-ssd-2gb-mx450-fhd-laptop/,357x235x18.9 mm,INTEL I3-1115G4 3.0 Ghz,Nvidia Gforce MX450,,128 GB SSD + 1 TB HDD,DDR4,45WHr,8 GB,1.7 kg,SSDHDD,2 GB 
Gray,"22,550,000 ","22,550,000 ",https://meghdadit.com/product/134558/lenovo-thinkbook-15-core-i3-1115g4-8gb-1tb-hdd-2gb-mx450-fhd-laptop/,357x235x18.9 mm,INTEL I3-1115G4 3.0 Ghz,Nvidia Gforce MX450,,1 TB HDD,DDR4,45WHr,8 GB,1.7 kg,HDD,2 GB 
Gray,"22,550,000 ","22,550,000 ",https://meghdadit.com/product/134559/lenovo-thinkbook-15-core-i3-1115g4-8gb-512gb-ssd-2gb-mx450-fhd-laptop/,357x235x18.9 mm,INTEL I3-1115G4 3.0 Ghz,Nvidia Gforce MX450,,512 GB HDD,DDR4,45WHr,8 GB,1.7 kg,SSD,2 GB 
Gray,"21,450,000 ","21,450,000 ",https://meghdadit.com/product/134560/lenovo-thinkbook-15-core-i3-1115g4-4gb-1tb-hdd-2gb-mx450-fhd-laptop/,357x235x18.9 mm,INTEL I3-1115G4 3.0 Ghz,Nvidia Gforce MX450,,1 TB HDD,DDR4,45WHr,4 GB,1.7 kg,HDD,2 GB 
Gray,"47,900,000 ","47,900,000 ",https://meghdadit.com/product/134561/lenovo-loq-core-i5-13420h-16gb-1tb-ssd-6gb-4050-fhd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i5-13420H 2.4 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,16 GB,2.6 کلیوگرم,SSD,
Gray,"52,000,000 ","52,000,000 ",https://meghdadit.com/product/134562/lenovo-loq-core-i5-13420h-32gb-1tb-ssd-6gb-4050-fhd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i5-13420H 2.4 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,32 GB,2.6 کلیوگرم,SSD,
Black,"52,400,000 ","52,500,000",https://meghdadit.com/product/134529/lenovo-loq-core-i7-13620h-16gb-512gb-ssd-6gb-4050-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,512 GB HDD,DDR5,60 Wh,16 GB,2.4 کلیوگرم,SSD,6 GB 
Black Gray,"46,500,000 ","46,500,000 ",https://meghdadit.com/product/134530/lenovo-loq-core-i5-13420h-16gb-512gb-ssd-6gb-4050-fhd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i5-13420H 2.4 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,512 GB HDD,DDR5,60 Wh,16 GB,2.6 کلیوگرم,SSD,
Gray,"16,990,000 ","17,190,000",https://meghdadit.com/product/134505/lenovo-ideapad-slim-3-d-core-i3-1305u-8gb-512gb-ssd-intel-fhd-laptop/,359.3x235x17.9 میلی‌ متر,,Intel Intel UHD Graphic,TN 1080 * 1920,512 GB HDD,DDR5,47 Wh,8 GB,1.5 کلیوگرم,SSD,
,"16,100,000 ","16,300,000",https://meghdadit.com/product/134506/lenovo-ideapad-slim-3-c-core-i3-1305u-8gb-256gb-ssd-intel-fhd-laptop/,359.3x235x17.9 میلی‌ متر,,Intel Intel UHD Graphic,TN 1080 * 1920,256 GB HDD,DDR5,47 Wh,8 GB,1.5 کلیوگرم,SSD,
Gray,"15,400,000 ","15,600,000",https://meghdadit.com/product/134399/lenovo-ideapad-3-core-i3-1115g4-12gb-256gb-ssd-intel-fhd-laptop/,362.2×253.4×19.9 mm,INTEL I3-1115G4 3.0 Ghz,Intel UHD,FHD TN 1080 * 1920,256 GB HDD,DDR4,,12 GB,1.75 کلیوگرم,SSD,
Gray,"17,670,000 ","17,670,000 ",https://meghdadit.com/product/134403/lenovo-ideapad-3-core-i3-1115g4-20gb-512gb-ssd-intel-fhd-laptop/,362.2×253.4×19.9 mm,INTEL I3-1115G4 3.0 Ghz,Intel UHD,FHD TN 1080 * 1920,512 GB HDD,DDR4,,20 GB,1.75 کلیوگرم,SSD,
Black,"53,900,000 ","54,000,000",https://meghdadit.com/product/134587/lenovo-loq-core-i7-13620h-16gb-1tb-ssd-6gb-4050-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,16 GB,2.4 کلیوگرم,SSD,6 GB 
Black,"57,900,000 ","58,000,000",https://meghdadit.com/product/134588/lenovo-loq-core-i7-13620h-32gb-1tb-ssd-6gb-4050-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX4050 6GB GDDR6,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,32 GB,2.4 کلیوگرم,SSD,6 GB 
Black,"58,000,000 ","58,000,000 ",https://meghdadit.com/product/134589/lenovo-loq-core-i7-13620h-16gb-512gb-ssd-8gb-4060-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX 4060,IPS 1080 * 1920,512 GB HDD,DDR5,60 Wh,16 GB,2.4 کلیوگرم,SSD,8 GB 
Black,"59,500,000 ","59,500,000 ",https://meghdadit.com/product/134590/lenovo-loq-core-i7-13620h-16gb-1tb-ssd-8gb-4060-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX 4060,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,16 GB,2.4 کلیوگرم,SSD,8 GB 
Black,"63,500,000 ","63,500,000 ",https://meghdadit.com/product/134591/lenovo-loq-core-i7-13620h-32gb-1tb-ssd-8gb-4060-full-hd-laptop/,359.6×277.6×25.9 میلی‌ متر,INTEL i7-13620H 3.6 Ghz,Nvidia Gforce Geforce RTX 4060,IPS 1080 * 1920,1 TB HDD,DDR5,60 Wh,32 GB,2.4 کلیوگرم,SSD,8 GB 
Gray,"190,800,000 ","191,800,000",https://meghdadit.com/product/134275/apple-macbook-pro-2023-16inch-mnwa3-m2-max-12c-38c-32gb-1tb-ssd-laptop/,355x248x168 mm,Apple M2 MAX 12Core 2.0 Ghz,Apple دارای 38 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,1 TB HDD,unified memory,ظرفیت 100 Wh,32 GB,2.5 kg,SSD,
Silver,"178,888,000 ","179,888,000",https://meghdadit.com/product/134276/apple-macbook-pro-2023-16inch-mnwe3-m2-max-12c-38c-32gb-1tb-ssd-laptop/,355x248x168 mm,Apple M2 MAX 12Core 2.0 Ghz,Apple دارای 38 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,1 TB HDD,unified memory,ظرفیت 100 Wh,32 GB,2.5 kg,SSD,
Gray,"100,000,000 ","100,000,000 ",https://meghdadit.com/product/134256/apple-macbook-pro-2023-14inch-mphe3-m2-pro-16gb-512gb-ssd-laptop/,1.55x31.26 x22.12 سانتیمتر,Apple M2 Pro 2.0 Ghz,Apple دارای 16 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3024*1964,512 GB HDD,unified memory,ظرفیت 70 Wh,16 GB,1.6 kg,SSD,
Silver,"103,500,000 ","104,000,000",https://meghdadit.com/product/134257/apple-macbook-pro-2023-14inch-mphh3-m2-pro-16gb-512gb-ssd-laptop/,1.55x31.26 x22.12 سانتیمتر,Apple M2 Pro 2.0 Ghz,Apple دارای 16 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3024*1964,512 GB HDD,unified memory,ظرفیت 70 Wh,16 GB,1.6 kg,SSD,
Gray,"125,500,000 ","126,000,000",https://meghdadit.com/product/134258/apple-macbook-pro-2023-14inch-mphf3-m2-pro-16gb-1tb-ssd-laptop/,1.55x31.26 x22.12 سانتیمتر,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3024*1964,1 TB HDD,unified memory,ظرفیت 70 Wh,16 GB,1.6 kg,SSD,
Silver,"127,000,000 ","127,000,000 ",https://meghdadit.com/product/134259/apple-macbook-pro-2023-14inch-mphj3-m2-pro-16gb-1tb-ssd-laptop/,1.55x31.26 x22.12 سانتیمتر,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3024*1964,1 TB HDD,unified memory,ظرفیت 70 Wh,16 GB,1.6 kg,SSD,
Silver,"119,000,000 ","120,000,000",https://meghdadit.com/product/134075/apple-macbook-pro-2023-16inch-mnwc3-m2-pro-16gb-512gb-ssd-laptop/,355x248x168 mm,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,512 GB HDD,unified memory,ظرفیت 100 Wh,16 GB,2.5 kg,SSD,
Silver,"128,000,000 ","129,000,000",https://meghdadit.com/product/134076/apple-macbook-pro-2023-16inch-mnwd3-m2-pro-16gb-1tb-ssd-laptop/,355x248x168 mm,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,1 TB HDD,unified memory,ظرفیت 100 Wh,16 GB,2.5 kg,SSD,
Gray,"129,000,000 ","130,000,000",https://meghdadit.com/product/134077/apple-macbook-pro-2023-16inch-mnw93-m2-pro-16gb-1tb-ssd-laptop/,355x248x168 mm,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,1 TB HDD,unified memory,ظرفیت 100 Wh,16 GB,2.5 kg,SSD,
Gray,"112,000,000 ","113,000,000",https://meghdadit.com/product/134067/apple-macbook-pro-2023-16inch-mnw83-m2-pro-16gb-512gb-ssd-laptop/,355x248x168 mm,Apple M2 Pro 2.0 Ghz,Apple دارای 19 هسته پردازش گرافیکی,Retina - IPS LED-backlit LCD 3456*2234,512 GB HDD,unified memory,ظرفیت 100 Wh,16 GB,2.5 kg,SSD,
Black,"71,500,000 ","72,500,000",https://meghdadit.com/product/132893/apple-macbook-air-2023-midnight-mqkw3-m2-8gb-256gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,256 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Gray,"69,300,000 ","70,300,000",https://meghdadit.com/product/132894/apple-macbook-air-2023-space-gray-mqkp3-m2-8gb-256gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,256 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Silver,"63,100,000 ","64,100,000",https://meghdadit.com/product/132895/apple-macbook-air-2023-silver-mqkr3-m2-8gb-256gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,256 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Starlight,"63,188,000 ","64,188,000",https://meghdadit.com/product/132896/apple-macbook-air-2023-starlight-mqku3-m2-8gb-256gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,256 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Silver,"79,400,000 ","79,400,000 ",https://meghdadit.com/product/132898/apple-macbook-air-2023-silver-mqkt3-m2-8gb-512gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,512 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Starlight,"81,988,000 ","82,988,000",https://meghdadit.com/product/132899/apple-macbook-air-2023-starlight-mqkv3-m2-8gb-512gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,512 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Black,"80,300,000 ","81,300,000",https://meghdadit.com/product/132900/apple-macbook-air-2023-midnight-mqkx3-m2-8gb-512gb-ssd-15-inch-laptop/,1.15x34.04x23.76 سانتی ‌متر,,Apple 10-core GPU,15.3inch Liquid Retina display with True Tone 1800 * 2880,512 GB HDD,unified memory,ظرفیت 66.5 Wh,8 GB,1.51 kg,SSD,
Gray,"85,180,000 ","86,180,000",https://meghdadit.com/product/132034/apple-macbook-pro-cto/,16 * 245 * 357 mm,,AMD AMD Radeon Pro 5300M with 4GB of GDDR6Intel UHD Graphics 630,,512 GB HDD,DDR4,100  Wh,32 GB,2 kg,SSD,4 GB
Gray,"18,055,000 ","18,055,000 ",https://meghdadit.com/product/134580/lenovo-ideapad-slim-3-core-i3-1305u-8gb-1tb-ssd-intel-fhd-laptop/,359.3x235x17.9 میلی‌ متر,,Intel Intel UHD Graphic,TN 1080 * 1920,1 TB HDD,DDR5,47 Wh,8 GB,1.5 کلیوگرم,SSD,
,,,https://meghdadit.com/product/125673/apple-macbook-pro-2022-13-3-mnep3-m2-8gb-256gb-ssd-laptop/,1.56*30.41*21.24 سانتی ‌متر,,Apple 10core GPU16-core Neural Engine100GB/s memory bandwidth,13.3inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,256 GB HDD,unified memory,ظرفیت 58.2 Wh,8 GB,1.4 kg,SSD,
Gray,"70,000,000 ","71,000,000",https://meghdadit.com/product/125674/apple-macbook-pro-2022-13-3-mneh3-m2-8gb-256gb-ssd-laptop/,1.56*30.41*21.24 سانتی ‌متر,,Apple 10core GPU16-core Neural Engine100GB/s memory bandwidth,13.3inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,256 GB HDD,unified memory,ظرفیت 58.2 Wh,8 GB,1.4 kg,SSD,
Gray,"75,000,000 ","76,000,000",https://meghdadit.com/product/125675/apple-macbook-pro-2022-13-3-mnej3-m2-8gb-512gb-ssd-laptop/,1.56*30.41*21.24 سانتی ‌متر,,Apple 10core GPU16-core Neural Engine100GB/s memory bandwidth,13.3inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,512 GB HDD,unified memory,ظرفیت 58.2 Wh,8 GB,1.4 kg,SSD,
Silver,"75,000,000 ","76,000,000",https://meghdadit.com/product/125676/apple-macbook-pro-2022-13-3-mneq3-m2-8gb-512gb-ssd-laptop/,1.56*30.41*21.24 سانتی ‌متر,,Apple 10core GPU16-core Neural Engine100GB/s memory bandwidth,13.3inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,512 GB HDD,unified memory,ظرفیت 58.2 Wh,8 GB,1.4 kg,SSD,
Gray,"59,500,000 ","60,500,000",https://meghdadit.com/product/125330/apple-macbook-air-2022-space-gray-mlxw3-m2-8gb-256gb-ssd-13-6-inch-laptop/,30.41x21.24x1.11 سانتی ‌متر,,,13.6inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,256 GB HDD,unified memory,ظرفیت 52.6 Wh,8 GB,1.24 kg,SSD,
Silver,"61,300,000 ","62,300,000",https://meghdadit.com/product/125331/apple-macbook-air-2022-silver-mlxy3-m2-8gb-256gb-ssd-13-6-inch-laptop/,30.41x21.24x1.11 سانتی ‌متر,,,13.6inch (diagonal) LED-backlit display with IPS technology 1600 * 2560,256 GB HDD,unified memory,ظرفیت 52.6 Wh,8 GB,1.24 kg,SSD,
,,,https://meghdadit.com/product/8461/microsoft-surface-book-core-i5-8gb-256gb-ssd-1gb-touch/,23 * 232 * 312 mm,INTEL i5-6300U 2.4 Ghz,Nvidia Gforce 940M GDDR5,IPS LCD 2000 * 3000,256 GB HDD,DDR3,یک باتری 18 وات‌ساعت برای تبلت و یک باتری 51 وات‌ساعت برای داک در مجموع باتری 69 وات‌ساعت,8 GB,1.6 kg,SSD,1 GB 
,,,https://meghdadit.com/product/62738/microsoft-surface-laptop-core-i7-8gb-256gb-ssd-intel-touch/,14.48 * 223.27 * 308.1 mm,INTEL i7-7660U 2.5 Ghz,Intel HD Graphics 640,IPS LCD 2256 * 1504,256 GB HDD,DDR3,,8 GB,1.25 kg,SSD,
,,,https://meghdadit.com/product/109604/asus-zenbook-13-ux334flc-core-i7-16gb-1tb-ssd-2gb-full-hd-laptop/,302.96 * 189.3 * 17.9 mm,INTEL i7 10510U 2.0 Ghz,Nvidia Gforce GeForce® MX250 GDDR3,"13.3"" (16:9) LED-backlit FHD 1920x1080 1080 * 1920",1 TB HDD,,,16 GB,1.22 kg,SSD,2 GB 
,,,https://meghdadit.com/product/108785/asus-vivobook-a712fb-core-i7-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,406.9×253.8×21.4 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,3220 میلی‌آمپر ساعت,12 GB,2.3 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/108787/asus-vivobook-r564fj-core-i7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,357x230x19.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce MX230 GDDR5,TFT LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,باتری لیتیوم-یون با ظرفیت 37 Wh,8 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/109254/asus-vivobook-r564fl-core-i7-12gb-1tb-256gb-ssd-2gb-full-hd-laptop/,357x230x19.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce MX250 GDDR5,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,باتری لیتیوم-یون با ظرفیت 37 Wh,12 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/109320/asus-vivobook-r521fb-core-i5-8gb-1tb-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX110,,1 TB HDD,DDR4,,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/107492/asus-fx570ud-core-i7-8gb-1tb-128gb-ssd-4gb-full-hd-laptop/,24 * 262 * 384 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce GTX 1050 DDR5,178°wide-view technology 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,64 Wh,8 GB,1.96 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107604/asus-vivobook-r424fj-core-i7-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX230 DDR5,IPS LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,باتری لیتیوم-یون با ظرفیت 37 Wh,8 GB,1.5 kg,SSDHDDحافظه‌های هیبردی,2 GB 
,,,https://meghdadit.com/product/87264/asus-strix-rog-g531gt-c-core-i7-16gb-1tb-256gb-ssd-4gb-laptop/,360 * 275 * 26 mm,INTEL i7-9750H 2.6 Ghz,Nvidia GeForce GTX 1650,IPS-level panel 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,16 GB,2.4 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107383/asus-zenbook-s13-ux392fn-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,129 × 195 × 316 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce Geforce MX150,13.9” LED-backlit IPS FHD (1920 x 1080) panel 1080 * 1920,512 GB HDD,DDR3,50 Wh,16 GB,1.1 kg,SSD,2 GB 
,,,https://meghdadit.com/product/86605/asus-vivobook-pro-17-n705fd-core-i7-16gb-2tb-128gb-ssd-4gb-full-hd-laptop/,411 * 270 * 20.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce® GTX 1050,178°wide-view technology 1080 * 1920,128 GB SSD + 2 TB HDD,DDR4,42 وات‌ساعت,16 GB,2.1 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/86789/asus-vivobook-k540bp-a9-9420-8gb-1tb-2gb-full-hd-laptop/,27.2 * 251 * 381 mm,AMD A9-9420 3.0 Ghz,AMD Radeon R5 M430,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,33 Wh,8 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/74471/asus-zenbook-ux333fn-a-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,302x189x16.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX150,IPS level panel 1080 * 1920,512 GB HDD,,50 وات‌ساعت,16 GB,1.09 kg,SSD,2 GB 
,,,https://meghdadit.com/product/75830/asus-k570zd-ryzen-5-2500u-8gb-1tb-with-256gb-ssd-4gb-full-hd-laptop/,374.6 * 256 * 27.9 mm,AMD 2500U 2.0 Ghz,Nvidia Gforce GTX1050,wide 178° viewing 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,48 Wh,8 GB,,SSDHDD,4 GB
,,,https://meghdadit.com/product/75912/asus-vivobook-a712fb-a-core-i7-8gb-1tb-256gb-laptop/,406.9×253.8×21.4 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,3220 میلی‌آمپر ساعت,8 GB,2.3 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/49682/asus-vivobook-max-x541sc-n3060-4gb-500gb-1gb-laptop/,381.4 * 251.5 * 27.6 ~27.6 mm,INTEL Celeron-N3060 1.6 Ghz,Nvidia Gforce 810M,TFT LED-Backlit LCD 768 * 1366,500 GB HDD,DDR3,36 Wh,4 GB,2 kg,SATA,1 GB 
,,,https://meghdadit.com/product/48047/asus-zenbook-pro-ux501vw-core-i7-12gb-1tb128gb-ssd-4gb-touch-qhd-laptop/,383 * 255 * 20.6 ~21.3 mm,INTEL i7-6700HQ 2.6 Ghz,Nvidia Gforce GTX 960M,IPS LCD 1440 * 2560,128 GB SSD + 1 TB HDD,DDR4,96 وات‌ساعت,12 GB,2.06 kg,SSDSATA,4 GB
,,,https://meghdadit.com/product/45586/asuspro-p2430uj-core-i5-8gb-1tb-2gb-full-hd-laptop/,23.3-26.3 * 230 * 340 mm,INTEL i5-6200U 2.3 Ghz,Nvidia Gforce GT 920M,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,,8 GB,1.95 kg,SATA,2 GB 
,,,https://meghdadit.com/product/9248/asus-n552vx-core-i7-8gb-1tb128gb-ssd-4gb-4k/,29.9 * 260 * 383 mm,INTEL i7-6700HQ 2.6 Ghz,Nvidia Gforce GTX 950M,IPS LCD 2160 * 3840,128 GB SSD + 1 TB HDD,DDR4,3200 mAh,8 GB,2.53 kg,SSDSATA,4 GB
,,,https://meghdadit.com/product/1123/asus-k555ld-core-i5-6gb-1tb-2gb/,25.8 × 256 × 382 mm,,Nvidia Gforce GT 820M,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR3L,,6 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/1124/asus-k555ld-core-i5-8gb-1tb-2gb/,25.8 × 256 × 382 mm,,Nvidia Gforce GT 820M,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR3L,,8 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/2897/asus-x554lj-core-i5-6gb-1tb-2gb/,31.7 * 256 * 382 mm,INTEL i5-4210U 1.7 Ghz,Nvidia Gforce GT 820M,LED Bright 768 * 1366,1 TB HDD,DDR3,,6 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/7789/asus-k556uf-core-i7-8gb-1tb-2gb/,25.5 * 251 * 378 mm,INTEL i7-6500U 2.5 Ghz,Nvidia Gforce GT 930M,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR3,38 Wh,8 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/72046/asus-k540ua-core-i3-4gb-1tb-intel-laptop/,27.2 * 251 * 381 mm,INTEL i3-7020U 2.3 Ghz,Intel UHD Graphics 620,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR4,33 Wh,4 GB,2.1 kg,HDD,
,,,https://meghdadit.com/product/74476/asus-x540mb-n5000-4gb-1tb-2gb-full-hd-laptop/,27.2 × 251 × 381 mm,,Nvidia Gforce GeForce® MX110,LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920,1 TB HDD,DDR4,33 وات‌ساعت,4 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/63213/lenovo-ideapad-320-core-i5-8250u-8gb-1tb-2gb-full-hd-laptop/,22.9 * 265 * 378 mm,,Nvidia Gforce MX150,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,35 وات‌ساعت,8 GB,2.2 کلیوگرم,SATA,2 GB 
,,,https://meghdadit.com/product/6182/lenovo-g5080-core-i3-4gb-500gb-2gb-laptop/,25 * 265 * 385 mm,INTEL i3-5005U 2.0 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,32Wh,4 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/71705/asus-vivobook-k540ub-core-i7-8gb-1tb-2gb-full-hd-laptop/,27.2 * 251 * 381 mm,INTEL i7-8550U 1.8 Ghz,Nvidia MX110 GDDR5,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,33 Wh,8 GB,2.1 kg,HDD,2 GB 
,,,https://meghdadit.com/product/64483/asus-r542un-core-i7-12gb-1tb-4gb-full-hd-laptop/,23.2 * 251 * 380 mm,INTEL i7-8550U 1.8 Ghz,Nvidia GeForce MX150 DDR5,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,38 Wh,12 GB,2.15 kg,SATA,4 GB
,,,https://meghdadit.com/product/63108/asus-vivobook-max-x541uv-core-i5-7200u-4gb-500gb-2gb-full-hd-laptop/,381.4 * 251.5 * 27.6 ~27.6 mm,INTEL i5-7200U 2.5 Ghz,Nvidia Gforce 920MX,TFT LED-Backlit LCD 1080 * 1920,500 GB HDD,DDR4,36 Wh,4 GB,2 kg,SATA,2 GB 
,,,https://meghdadit.com/product/48949/acer-aspire-e1-510-n3520-4gb-500gb-intel-laptop/,33.2 * 253.0 * 381.6 mm,INTEL Pentium-N3520 2.16 Ghz,Intel HD Graphics,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,2500 mAh,4 GB,2.5 kg,SATA,
,,,https://meghdadit.com/product/65528/lenovo-ideapad-120s-n3350-4gb-500gb-laptop/,17.7 * 200 * 288 mm,INTEL Celeron-N3350 1.1 Ghz,Intel HD Graphics 500,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR4,,4 GB,1.15 کلیوگرم,SATA,
